"","Codes","Description","unit","Periodicity","start","last.value","source"
"18574","ST_1406894","1127 - CARNES E PEIXES INDUSTRIALIZADOS ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18575","ST_1406898","112711 - CARNE SECA ","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18576","ST_1406899","112711 - CARNE SECA ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18577","ST_1406900","112711 - CARNE SECA ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18578","ST_1406904","112719 - LINGUI?A ","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18579","ST_1406905","112719 - LINGUI?A ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18580","ST_1406906","112719 - LINGUI?A ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18581","ST_1406910","112723 - MORTADELA ","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18582","ST_1406911","112723 - MORTADELA ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18583","ST_1406912","112723 - MORTADELA ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18584","ST_1406916","112731 - PRESUNTO ","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18585","ST_1406917","112731 - PRESUNTO ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18586","ST_1406918","112731 - PRESUNTO ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18587","ST_1406922","112733 - SALSICHA E SALSICH?O ","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18588","ST_1406923","112733 - SALSICHA E SALSICH?O ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18589","ST_1406924","112733 - SALSICHA E SALSICH?O ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18590","ST_1406928","1129 - ?LEOS E GORDURAS ","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18591","ST_1406929","1129 - ?LEOS E GORDURAS ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18592","ST_1406930","1129 - ?LEOS E GORDURAS ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18593","ST_1406934","112903 - AZEITE","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18594","ST_1406935","112903 - AZEITE","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18595","ST_1406936","112903 - AZEITE","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18596","ST_1406940","112907 - MARGARINA","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18597","ST_1406941","112907 - MARGARINA","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18598","ST_1406942","112907 - MARGARINA","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18599","ST_1406946","112911 - ?LEO DE SOJA ","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18600","ST_1406947","112911 - ?LEO DE SOJA ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18601","ST_1406948","112911 - ?LEO DE SOJA ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18602","ST_1406952","1131 - CONDIMENTOS ","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18603","ST_1406953","1131 - CONDIMENTOS ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18604","ST_1406954","1131 - CONDIMENTOS ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18605","ST_1406958","113113 - MAIONESE ","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18606","ST_1406959","113113 - MAIONESE ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18607","ST_1406960","113113 - MAIONESE ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18608","ST_1406964","113115 - EXTRATO DE TOMATE ","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18609","ST_1406965","113115 - EXTRATO DE TOMATE ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18610","ST_1406966","113115 - EXTRATO DE TOMATE ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18611","ST_1406970","113153 - TEMPEROS PRONTOS","indice","M","01/01/1999","12/01/2015","FGV|IBRE"
"18612","ST_1406971","113153 - TEMPEROS PRONTOS","indice","M","01/01/1999","12/01/2015","FGV|IBRE"
"18613","ST_1406972","113153 - TEMPEROS PRONTOS","indice","M","01/01/1999","12/01/2015","FGV|IBRE"
"18614","ST_1406976","1133 - VEGETAIS EM CONSERVA ","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18615","ST_1406977","1133 - VEGETAIS EM CONSERVA ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18616","ST_1406978","1133 - VEGETAIS EM CONSERVA ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18617","ST_1406982","113301 - AZEITONA EM CONSERVA","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18618","ST_1406983","113301 - AZEITONA EM CONSERVA","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18619","ST_1406984","113301 - AZEITONA EM CONSERVA","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18620","ST_1406988","113355 - MILHO EM CONSERVA ","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18621","ST_1406989","113355 - MILHO EM CONSERVA ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18622","ST_1406990","113355 - MILHO EM CONSERVA ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18623","ST_1406994","1135 - BEBIDAS N?O ALCO?LICAS ","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18624","ST_1406995","1135 - BEBIDAS N?O ALCO?LICAS ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18625","ST_1406996","1135 - BEBIDAS N?O ALCO?LICAS ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18626","ST_1407000","113505 - CAF? EM P? ","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18627","ST_1407001","113505 - CAF? EM P? ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18628","ST_1407002","113505 - CAF? EM P? ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18629","ST_1407006","113517 - REFRIGERANTES E ?GUA MINERAL","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18630","ST_1407007","113517 - REFRIGERANTES E ?GUA MINERAL","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18631","ST_1407008","113517 - REFRIGERANTES E ?GUA MINERAL","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18632","ST_1407012","113521 - SUCOS DE FRUTA","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18633","ST_1407013","113521 - SUCOS DE FRUTA","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18634","ST_1407014","113521 - SUCOS DE FRUTA","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18635","ST_1407018","1136 - BEBIDAS ALCO?LICAS","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"18636","ST_1407019","1136 - BEBIDAS ALCO?LICAS","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"18637","ST_1407020","1136 - BEBIDAS ALCO?LICAS","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"18638","ST_1407024","113601 - CERVEJA","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18639","ST_1407025","113601 - CERVEJA","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18640","ST_1407026","113601 - CERVEJA","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18641","ST_1407030","113603 - BEBIDAS DESTILADAS","indice","M","01/01/1999","12/01/2015","FGV|IBRE"
"18642","ST_1407031","113603 - BEBIDAS DESTILADAS","indice","M","01/01/1999","12/01/2015","FGV|IBRE"
"18643","ST_1407032","113603 - BEBIDAS DESTILADAS","indice","M","01/01/1999","12/01/2015","FGV|IBRE"
"18644","ST_1407036","113605 - VINHO","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18645","ST_1407037","113605 - VINHO","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18646","ST_1407038","113605 - VINHO","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18647","ST_1407042","1137 - OUTROS G?NEROS ALIMENT?CIOS ","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18648","ST_1407043","1137 - OUTROS G?NEROS ALIMENT?CIOS ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18649","ST_1407044","1137 - OUTROS G?NEROS ALIMENT?CIOS ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18650","ST_1407048","113715 - MILHO DE PIPOCA ","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18651","ST_1407049","113715 - MILHO DE PIPOCA ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18652","ST_1407050","113715 - MILHO DE PIPOCA ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18653","ST_1407054","113719 - SOPA DESIDRATADA","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18654","ST_1407055","113719 - SOPA DESIDRATADA","indice","M","01/01/1999","12/01/2015","FGV|IBRE"
"18655","ST_1407056","113719 - SOPA DESIDRATADA","indice","M","01/01/1999","12/01/2015","FGV|IBRE"
"18656","ST_1407060","113755 - BATATA FRITA ","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18657","ST_1407061","113755 - BATATA FRITA ","indice","M","01/01/1999","12/01/2015","FGV|IBRE"
"18658","ST_1407062","113755 - BATATA FRITA ","indice","M","01/01/1999","12/01/2015","FGV|IBRE"
"18659","ST_1407066","1139 - ALIMENTOS PRONTOS CONGELADOS ","indice","M","01/01/1999","12/01/2015","FGV|IBRE"
"18660","ST_1407067","1139 - ALIMENTOS PRONTOS CONGELADOS ","indice","M","01/01/1999","12/01/2015","FGV|IBRE"
"18661","ST_1407068","1139 - ALIMENTOS PRONTOS CONGELADOS ","indice","M","01/01/1999","12/01/2015","FGV|IBRE"
"18662","ST_1407072","113901 - ALIMENTOS PREPARADOS E CONGELADOS DE CARNE BOVINA","indice","M","01/01/1999","12/01/2015","FGV|IBRE"
"18663","ST_1407073","113901 - ALIMENTOS PREPARADOS E CONGELADOS DE CARNE BOVINA","indice","M","01/01/1999","12/01/2015","FGV|IBRE"
"18664","ST_1407074","113901 - ALIMENTOS PREPARADOS E CONGELADOS DE CARNE BOVINA","indice","M","01/01/1999","12/01/2015","FGV|IBRE"
"18665","ST_1407078","113921 - ALIMENTOS PREPARADOS E CONGELADOS DE AVES","indice","M","01/01/1999","12/01/2015","FGV|IBRE"
"18666","ST_1407079","113921 - ALIMENTOS PREPARADOS E CONGELADOS DE AVES","indice","M","01/01/1999","12/01/2015","FGV|IBRE"
"18667","ST_1407080","113921 - ALIMENTOS PREPARADOS E CONGELADOS DE AVES","indice","M","01/01/1999","12/01/2015","FGV|IBRE"
"18668","ST_1407084","113941 - MASSAS PREPARADAS E CONGELADAS","indice","M","01/01/1999","12/01/2015","FGV|IBRE"
"18669","ST_1407085","113941 - MASSAS PREPARADAS E CONGELADAS","indice","M","01/01/1999","12/01/2015","FGV|IBRE"
"18670","ST_1407086","113941 - MASSAS PREPARADAS E CONGELADAS","indice","M","01/01/1999","12/01/2015","FGV|IBRE"
"18671","ST_1407090","1141 - G?NEROS ALIMENT?CIOS DIET / LIGHT","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"18672","ST_1407091","1141 - G?NEROS ALIMENT?CIOS DIET / LIGHT","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"18673","ST_1407092","1141 - G?NEROS ALIMENT?CIOS DIET / LIGHT","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"18674","ST_1407096","114104 - IOGURTE DIET / LIGHT","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"18675","ST_1407097","114104 - IOGURTE DIET / LIGHT","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"18676","ST_1407098","114104 - IOGURTE DIET / LIGHT","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"18677","ST_1407102","114110 - REFRIGERANTE LIGHT / DIET","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"18678","ST_1407103","114110 - REFRIGERANTE LIGHT / DIET","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"18679","ST_1407104","114110 - REFRIGERANTE LIGHT / DIET","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"18680","ST_1407108","114116 - P?O DE FORMA DIET / LIGHT","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"18681","ST_1407109","114116 - P?O DE FORMA DIET / LIGHT","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"18682","ST_1407110","114116 - P?O DE FORMA DIET / LIGHT","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"18683","ST_1407114","12 - ALIMENTA??O FORA ","indice","M","01/05/1996","04/01/2016","FGV|IBRE"
"18684","ST_1407115","12 - ALIMENTA??O FORA ","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"18685","ST_1407116","12 - ALIMENTA??O FORA ","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"18686","ST_1407120","1201 - RESTAURANTES ","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18687","ST_1407121","1201 - RESTAURANTES ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18688","ST_1407122","1201 - RESTAURANTES ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18689","ST_1407126","120101 - REFEI??ES EM BARES E RESTAURANTES","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18690","ST_1407127","120101 - REFEI??ES EM BARES E RESTAURANTES","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18691","ST_1407128","120101 - REFEI??ES EM BARES E RESTAURANTES","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18692","ST_1407132","1203 - BARES E LANCHONETES ","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18693","ST_1407133","1203 - BARES E LANCHONETES ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18694","ST_1407134","1203 - BARES E LANCHONETES ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18695","ST_1407138","120301 - DOCES E SALGADOS","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18696","ST_1407139","120301 - DOCES E SALGADOS","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18697","ST_1407140","120301 - DOCES E SALGADOS","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18698","ST_1407144","120309 - SANDU?CHES","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18699","ST_1407145","120309 - SANDU?CHES","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18700","ST_1407146","120309 - SANDU?CHES","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18701","ST_1407150","120311 - SORVETES FORA DE CASA","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18702","ST_1407151","120311 - SORVETES FORA DE CASA","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18703","ST_1407152","120311 - SORVETES FORA DE CASA","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18704","ST_1407156","120314 - CAF? DA MANH?","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"18705","ST_1407157","120314 - CAF? DA MANH?","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"18706","ST_1407158","120314 - CAF? DA MANH?","indice","M","01/01/2004","12/01/2015","FGV|IBRE"
"18707","ST_1407162","1207 - BEBIDAS ALCO?LICAS E N?O ALCO?LICAS","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"18708","ST_1407163","1207 - BEBIDAS ALCO?LICAS E N?O ALCO?LICAS","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"18709","ST_1407164","1207 - BEBIDAS ALCO?LICAS E N?O ALCO?LICAS","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"18710","ST_1407168","120701 - SUCOS DE FRUTAS FORA DE CASA","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"18711","ST_1407169","120701 - SUCOS DE FRUTAS FORA DE CASA","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"18712","ST_1407170","120701 - SUCOS DE FRUTAS FORA DE CASA","indice","M","01/02/2012","12/01/2015","FGV|IBRE"
"18713","ST_1407174","120703 - CAFEZINHO","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18714","ST_1407175","120703 - CAFEZINHO","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18715","ST_1407176","120703 - CAFEZINHO","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18716","ST_1407180","120705 - REFRIGERANTES E ?GUA MINERAL FORA DE CASA","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18717","ST_1407181","120705 - REFRIGERANTES E ?GUA MINERAL FORA DE CASA","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18718","ST_1407182","120705 - REFRIGERANTES E ?GUA MINERAL FORA DE CASA","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18719","ST_1407186","120707 - CERVEJAS E CHOPPS","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18720","ST_1407187","120707 - CERVEJAS E CHOPPS","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18721","ST_1407188","120707 - CERVEJAS E CHOPPS","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18722","ST_1407192","2 - HABITA??O ","indice","M","01/05/1996","04/01/2016","FGV|IBRE"
"18723","ST_1407193","2 - HABITA??O ","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"18724","ST_1407194","2 - HABITA??O ","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"18725","ST_1407198","21 - ALUGUEL E ENCARGOS ","indice","M","01/05/1996","04/01/2016","FGV|IBRE"
"18726","ST_1407199","21 - ALUGUEL E ENCARGOS ","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"18727","ST_1407200","21 - ALUGUEL E ENCARGOS ","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"18728","ST_1407204","2101 - ALUGUEL E CONDOM?NIO ","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18729","ST_1407205","2101 - ALUGUEL E CONDOM?NIO ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18730","ST_1407206","2101 - ALUGUEL E CONDOM?NIO ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18731","ST_1407210","210101 - ALUGUEL RESIDENCIAL ","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18732","ST_1407211","210101 - ALUGUEL RESIDENCIAL ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18733","ST_1407212","210101 - ALUGUEL RESIDENCIAL ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18734","ST_1407216","210103 - CONDOM?NIO RESIDENCIAL ","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18735","ST_1407217","210103 - CONDOM?NIO RESIDENCIAL ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18736","ST_1407218","210103 - CONDOM?NIO RESIDENCIAL ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18737","ST_1407222","22 - SERVI?OS P?BLICOS DE RESID?NCIA ","indice","M","01/05/1996","04/01/2016","FGV|IBRE"
"18738","ST_1407223","22 - SERVI?OS P?BLICOS DE RESID?NCIA ","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"18739","ST_1407224","22 - SERVI?OS P?BLICOS DE RESID?NCIA ","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"18740","ST_1407228","2201 - SERVI?OS P?BLICOS DE RESID?NCIA","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18741","ST_1407229","2201 - SERVI?OS P?BLICOS DE RESID?NCIA","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18742","ST_1407230","2201 - SERVI?OS P?BLICOS DE RESID?NCIA","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18743","ST_1407234","220101 - TARIFA DE ELETRICIDADE RESIDENCIAL","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18744","ST_1407235","220101 - TARIFA DE ELETRICIDADE RESIDENCIAL","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18745","ST_1407236","220101 - TARIFA DE ELETRICIDADE RESIDENCIAL","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18746","ST_1407240","220103 - G?S DE BUJ?O","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18747","ST_1407241","220103 - G?S DE BUJ?O","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18748","ST_1407242","220103 - G?S DE BUJ?O","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18749","ST_1407246","220105 - TARIFA DE G?S ENCANADO","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18750","ST_1407247","220105 - TARIFA DE G?S ENCANADO","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18751","ST_1407248","220105 - TARIFA DE G?S ENCANADO","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18752","ST_1407252","220111 - TAXA DE ?GUA E ESGOTO RESIDENCIAL","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18753","ST_1407253","220111 - TAXA DE ?GUA E ESGOTO RESIDENCIAL","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18754","ST_1407254","220111 - TAXA DE ?GUA E ESGOTO RESIDENCIAL","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18755","ST_1407258","23 - MOBILI?RIO ","indice","M","01/05/1996","04/01/2016","FGV|IBRE"
"18756","ST_1407259","23 - MOBILI?RIO ","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"18757","ST_1407260","23 - MOBILI?RIO ","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"18758","ST_1407264","2301 - M?VEIS ","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18759","ST_1407265","2301 - M?VEIS ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18760","ST_1407266","2301 - M?VEIS ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18761","ST_1407270","230111 - M?VEIS PARA RESID?NCIA ","indice","M","01/01/1999","12/01/2015","FGV|IBRE"
"18762","ST_1407271","230111 - M?VEIS PARA RESID?NCIA ","indice","M","01/01/1999","12/01/2015","FGV|IBRE"
"18763","ST_1407272","230111 - M?VEIS PARA RESID?NCIA ","indice","M","01/01/1999","12/01/2015","FGV|IBRE"
"18764","ST_1407276","2307 - COLCH?ES ","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18765","ST_1407277","2307 - COLCH?ES ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18766","ST_1407278","2307 - COLCH?ES ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18767","ST_1407282","230703 - COLCH?ES E COLCHONETES","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18768","ST_1407283","230703 - COLCH?ES E COLCHONETES","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18769","ST_1407284","230703 - COLCH?ES E COLCHONETES","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18770","ST_1407288","24 - ROUPAS DE CAMA, MESA E BANHO ","indice","M","01/05/1996","04/01/2016","FGV|IBRE"
"18771","ST_1407289","24 - ROUPAS DE CAMA, MESA E BANHO ","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"18772","ST_1407290","24 - ROUPAS DE CAMA, MESA E BANHO ","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"18773","ST_1407294","2401 - ROUPAS DE CAMA, MESA E BANHO ","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18774","ST_1407295","2401 - ROUPAS DE CAMA, MESA E BANHO ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18775","ST_1407296","2401 - ROUPAS DE CAMA, MESA E BANHO ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18776","ST_1407300","240103 - LEN?OL E FRONHA","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18777","ST_1407301","240103 - LEN?OL E FRONHA","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18778","ST_1407302","240103 - LEN?OL E FRONHA","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18779","ST_1407306","240105 - TOALHAS EM GERAL","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18780","ST_1407307","240105 - TOALHAS EM GERAL","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18781","ST_1407308","240105 - TOALHAS EM GERAL","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18782","ST_1407312","25 - ELETRODOM?STICOS E EQUIPAMENTOS ","indice","M","01/05/1996","04/01/2016","FGV|IBRE"
"18783","ST_1407313","25 - ELETRODOM?STICOS E EQUIPAMENTOS ","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"18784","ST_1407314","25 - ELETRODOM?STICOS E EQUIPAMENTOS ","indice","M","01/12/1997","04/01/2016","FGV|IBRE"
"18785","ST_1407318","2501 - ELETRODOM?STICOS ","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18786","ST_1407319","2501 - ELETRODOM?STICOS ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18787","ST_1407320","2501 - ELETRODOM?STICOS ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18788","ST_1407324","250101 - AR CONDICIONADO ","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18789","ST_1407325","250101 - AR CONDICIONADO ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18790","ST_1407326","250101 - AR CONDICIONADO ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18791","ST_1407330","250123 - GELADEIRA E FREEZER","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18792","ST_1407331","250123 - GELADEIRA E FREEZER","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18793","ST_1407332","250123 - GELADEIRA E FREEZER","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18794","ST_1407336","250129 - M?QUINA DE LAVAR ROUPAS ","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18795","ST_1407337","250129 - M?QUINA DE LAVAR ROUPAS ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18796","ST_1407338","250129 - M?QUINA DE LAVAR ROUPAS ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18797","ST_1407342","250143 - VENTILADOR E CIRCULADOR DE AR ","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18798","ST_1407343","250143 - VENTILADOR E CIRCULADOR DE AR ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18799","ST_1407344","250143 - VENTILADOR E CIRCULADOR DE AR ","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18800","ST_1407348","250145 - FOG?O","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18801","ST_1407349","250145 - FOG?O","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18802","ST_1407350","250145 - FOG?O","indice","M","01/12/1997","12/01/2015","FGV|IBRE"
"18803","ST_1407354","250147 - FORNO EL?TRICO E DE MICRO-ONDAS","indice","M","01/05/1996","12/01/2015","FGV|IBRE"
"18804","ST_1407355","250147 - FORNO EL?TRICO E DE MICRO-ONDAS","indice","M","01/01/1999","12/01/2015","FGV|IBRE"
"18805","ST_1407356","250147 - FORNO EL?TRICO E DE MICRO-ONDAS","indice","M","01/01/1999","12/01/2015","FGV|IBRE"
